name	CD_1	CD_2	CD_3	CD_4	CD_5	CD_6	CD_7	CD_8	CD_9	CD_10	CD_11	CD_12	CD_13	CD_14	CT_11	CT_12	CT_13	CT_14	CT_15	CT_16	CT_17	CT_18	CT_19	CT_20	CT_21	CT_22	CT_23	CT_24	CT_25	CT_26	CT_27	CT_28	CT_1	CT_2	CT_3	CT_4	CT_5	CT_6	CT_7	CT_8	CT_9	CD_28	CD_15	CD_16	CD_17	CD_18	CD_19	CD_20	CD_21	CD_22	CD_29	CD_30	CD_31	CD_32	CT_10	CD_23	CD_24	CD_25	CD_26	CD_27
g__Lachnospiraceae_UCG-004	0	14	68	7	0	12	8	40	6	5	8	21	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	38	18	5	31	29	31	44	18	128	0	51	0	0	52	46	89	0	0	49	0	0	14	2314	23	27	8	67
g__Lachnospiraceae_UCG-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	5	0	0	0	0	0	0	53	3	0	0	0	0	0	0
g__Lachnospiraceae_NK4A136_group	2	605	1432	17	5	550	8	0	19	18	0	17	50	15	0	90	53	59	68	23	12	45	0	709	19	673	187	121	62	0	31	0	941	252	55	51	91	1195	4198	286	2282	34	2	14	12	0	36	99	112	6	8	46	354	22	466	0	27	13	28	84
g__Lachnospiraceae_ND3007_group	0	0	22	0	0	29	0	0	2	0	7	0	47	0	0	106	66	41	23	62	0	91	0	101	0	160	81	22	29	32	8	0	31	52	30	16	62	150	101	10	29	8	0	7	0	0	3	8	16	0	0	8	19	7	0	102	40	12	0	448
g__Lachnospiraceae_FCS020_group	0	0	76	0	0	0	0	0	2	0	0	0	0	0	0	32	0	0	0	14	0	0	0	0	0	0	0	1	25	0	0	3	0	0	13	0	73	40	33	35	0	8	0	0	0	0	0	8	0	0	0	0	0	0	61	0	0	0	0	0
g__Lachnospira	0	9	0	2	6	30	0	0	8	0	0	8	9	0	59	30	30	23	47	20	88	28	0	25	13	221	4494	82	52	0	0	130	23	20	53	10	185	199	23	16	28	212	47	169	200	112	119	250	3022	92	98	3737	419	137	41	22	32	0	12	1492
g__Lachnoclostridium	17	506	521	2137	171	807	12	1039	112	42	43	872	200	17	244	238	161	44	68	158	580	93	0	93	37	149	285	75	61	0	12	314	236	352	847	428	307	157	273	500	168	605	143	1666	1768	219	244	933	4552	257	522	1143	566	1424	153	61	458	52	293	484
g__Kluyvera	0	13	0	28	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Klebsiella	3876	295	3903	1024	67	42	11033	2121	548	212	174	52	1022	53	132	42	30	335	28	164	133	108	57	39	13	90	27	29	187	20	316	50	353	58	215	806	1966	64	72	76	269	230	41095	410	261	574	160	339	540	678	911	287	425	124	399	70	150	100	79	52
g__Intestinimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	42	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
g__Intestinibacter	7	273	201	858	0	14	19	0	4632	31	24	210	164	23	149	100	60	61	3853	874	155	1147	26	4132	45	293	72	228	6433	20	38	93	47	225	48	101	43	105	28	18	28	13	3	10	88	46	3	2	0	0	8	7	17	0	26	5	262	23	127	22
g__Incertae_Sedis	0	62	2	0	0	14	0	9	27	0	0	1	14	0	0	22	28	36	46	74	36	115	34	75	0	196	0	39	0	9	71	10	54	20	8	0	90	68	64	39	21	40	0	4	17	9	7	3	39	20	6	8	5	11	7	0	12	0	16	16
g__IheB3-7	0	0	0	0	2	0	0	0	5	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	4	0
g__Hyphomonas	0	0	12	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	10
g__Hyphomicrobium	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
g__Hydrotalea	0	0	0	0	0	0	0	0	5	835	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	824	0	0
g__Hungatella	0	7	18	56	0	0	0	0	0	0	7	229	0	6	133	0	0	12	0	0	224	0	0	9	0	14	10	0	0	0	0	73	0	0	0	0	0	0	0	7	0	56	14	593	569	23	27	80	142	22	25	88	62	44	12	0	6	0	40	0
g__Holdemania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
g__Holdemanella	0	0	11	0	0	0	0	0	214	4	0	0	0	5	14	24	11	25	10400	28	0	24	0	15	0	2915	9	16	32	0	7	9	0	1	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1573	0	0	0
g__hgcI_clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	25	14	0	26	34	16	32	14	60	17	3	0	4	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Haemophilus	19	16	26	14	11	6021	6	18	19	10	22	12	17	7	14	258	5	88	0	11	18	4585	11	0	0	10	18	0	86	0	42	450	888	65	16	1948	966	8	9	0	0	31	12	37	0	8	19	152	12	221	18	9	25	122	20	68	25	17	9	18
g__Granulicatella	0	0	0	0	0	0	0	0	23	14	0	0	0	0	0	0	0	26	0	0	0	0	7	5	3	0	0	0	39	0	0	24	5	14	2	17	64	0	0	0	0	3	0	0	0	0	0	0	5	12	0	0	0	39	0	0	6	0	20	0
g__Gemella	0	0	0	0	0	5	0	0	16	6	4	0	0	4	0	0	0	8	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0	11	4	0	15	0	0	5	0	9	0	0	0	0	0	9	6	0	0	0	0	7	0	0	0	0	4	0
g__Fusobacterium	345	0	5	3	0	5908	0	54	666	0	7	4	665	0	2	2	11	4	0	3	5	48	0	0	0	7	88	0	8	146	270	8038	0	5	0	0	786	0	0	118	185	151	77	3245	181	22393	105	138	442	97	104	15054	129	102	2	0	417	1672	0	0
g__Fusicatenibacter	17	48	245	39	14	182	19	12	65	24	30	52	61	21	82	1386	1267	1539	1303	419	96	503	46	1954	1211	312	255	3748	544	35	141	213	583	1276	1174	332	2521	312	219	413	629	140	3	26	24	11	33	65	273	81	37	26	51	24	1928	27	381	20	257	186
g__Fusibacter	0	0	6	0	2	0	6	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5
g__Fournierella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	10	18	0	0	0	13	0	9	7	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Flavonifractor	3	78	4	0	0	6	0	42	0	1	0	46	0	0	138	9	60	10	25	11	181	5	0	22	0	21	0	50	11	106	0	94	22	37	3	13	0	41	27	0	8	24	0	88	223	10	10	18	162	6	25	23	27	7	215	17	35	7	30	13
g__Fenollaria	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0
g__Family_XIII_UCG-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	42	4	0	0	0	2	0	0	0	0	0	0	39	65	0	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0
g__Family_XIII_AD3011_group	0	0	27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	8	0	0	0	10	26	2	4	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
g__Faecalitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	29	10	11	8	0	15	0	42	0	0	32	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0	34	0	0	0	0	0	0	0	0	0	0	0
g__Faecalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	8	13	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Faecalibacterium	293	630	953	68	88	2938	85	61	184	183	163	140	161	195	90	10566	2885	1617	4366	3367	209	318	133	11161	28	854	3203	308	419	695	18	66	10627	2454	5037	1083	2695	3401	2956	11591	12969	2051	164	251	1948	228	4672	9874	1068	773	1108	11315	5202	14252	3001	11372	3925	148	155	8910
g__Eubacterium	0	0	0	0	0	0	0	0	27	0	0	0	25	0	55	0	6	0	8	14	25	9	0	9	2	0	0	0	6	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0
g__Escherichia-Shigella	27041	18232	7755	9852	6137	204	3112	8166	34079	2977	9927	3819	6647	255	4423	101	156	175	227	588	2993	439	877	87	47	402	210	88	5257	52	21219	219	9018	1626	589	781	6105	329	246	314	2103	403	1458	3089	1692	8582	269	1004	1559	8221	13302	1235	469	97	6565	12621	3368	11236	4568	166
g__Erysipelotrichaceae_UCG-003	66	206	569	18	4	8	6	19	7	18	0	9	13	23	29	528	49	25	1741	751	15	48	4	491	372	189	12	22	4058	7	20	0	415	8	1884	14	2319	149	41	449	432	35	0	6	0	0	16	0	7	21	0	36	8	3	461	0	46	10	3	148
g__Erysipelatoclostridium	0	81	10	634	70	67	1	314	16	0	0	27	207	5	139	7	0	8	30	9	113	25	9	15	5	0	14	143	16	13	383	11	1	19	0	14	22	11	0	0	0	2	0	131	0	18	0	3	26	3	4	0	1	6	0	29	12	16	106	6
g__Enterococcus	185	371	167	885	180	87	134	55	95	503	899	96	102	44833	118	385	298	1004	247	367	130	222	165	353	95	322	155	426	287	137	124	133	142	116	75	214	182	137	127	79	114	452	1	0	9	4	10	14	35	9	13	5	12	475	529	75	156	16495	128	95
g__Enterobacter	356	24	15	0	3	0	28	257	11	0	0	0	0	3	0	0	0	0	0	451	0	7	0	0	0	0	0	0	0	0	33	20	14	0	57	791	35	13	0	0	32	16	1145	24	0	26	19	55	17	78	205	19	28	0	0	3	15	1	0	0
g__Eisenbergiella	0	220	0	0	0	0	0	0	23	0	0	0	0	0	206	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	190	0	0	6	20	38	2	0	16	14	0	0	0	0	0	0	0
g__Eikenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	18	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
g__Eggerthella	0	0	10	0	0	0	0	0	0	0	0	6	23	0	0	0	20	0	0	0	17	0	1	0	0	0	8	0	18	0	0	0	0	0	0	11	0	0	0	0	1	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
g__DSSD61	1	0	0	0	0	0	0	0	0	450	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0	520	0	0
g__Dorea	20	67	619	22	24	389	25	128	28	38	80	19	70	28	104	887	476	661	694	160	1136	217	45	428	2054	328	166	3256	1152	9	112	70	475	65	565	40	1619	229	3127	1021	491	236	2	23	30	0	31	66	116	107	7	49	25	4	1127	42	914	19	55	126
g__Dialister	77	51	100	47	231	39	65	1256	54	94	91	6529	62	51	23	4376	34	63	17	2102	11	16	16	87	0	16	0	14	8	48	0	0	108	4178	47	63	83	740	95	74	57	1090	90	582	496	102	14920	1788	465	159	128	139	353	124	252	108	8264	211	50	2430
g__Desulfuromonadaceae	9	0	12	4	0	0	0	0	8	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	10	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	7	10	0
g__Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	191	0	0	0	0	0	3	0	0	0	0	0	37	48	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g__Desulfoprunum	5	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Denitromonas	301	173	211	138	99	161	181	164	261	192	206	139	158	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	165	115	187	243	158	151	115	136	0	0	0	0	0	0	0	0	0	0	0	0	0	169	103	143	199	110	118
g__Corynebacterium	0	0	8	0	0	0	0	8	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	15	0	0
g__Coprococcus	10	26	1131	29	10	380	11	35	15	15	36	25	36	14	13	252	97	121	473	112	46	32	8	251	0	443	381	834	313	0	27	23	218	1764	103	18	82	73	922	342	628	35	0	0	0	0	22	15	11	0	0	0	30	0	44	23	111	13	30	28
g__Collinsella	0	1	64	0	0	1	0	0	5	3	2	0	134	2	0	351	46	304	137	0	0	409	2918	518	93	24	210	0	113	48	0	86	17	2	0	3	4	3	87	0	0	30	3	2	122	0	27	3	379	2	0	1	0	0	2	644	24	0	0	4
g__Colidextribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	73	0	0	0	0	12	0	18	22	0	0	0	0	0	0	0	0	0	0	36	24	0	3	5	0	10	0	0	2	10	167	1	0	0	18	0	0	0	37	0	0	0
g__Clostridium_sensu_stricto_1	7	161	33	0	4	0	2	6	438	22	0	12	0	12	55	5276	50	48	2664	501	55	3179	32	431	28	217	92	158	278	15	49	826	14	18	8	23	684	230	0	11	29	7	2	45	0	14	3	9	24	22	3	105	72	0	4	126	21	0	36	235
g__Clostridioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	70	0	0	0	0	9	2	0	0	0	6	0	0	0	0	0	0
g__Clostridia_UCG-014	0	2	8	0	0	0	2	2	6	0	2	0	2	0	7	11	0	0	0	31	15	8	11	34	4	254	29	53	15	0	0	3	10	1	1	0	0	3490	6	2	0	0	3	0	0	0	0	0	0	0	2	0	14	0	5	0	0	0	0	0
g__Clade_III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	8	0	0	0	0	0	0	5	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__CL500-29_marine_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	23	12	19	14	33	19	16	6	19	2	36	0	28	15	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Citrobacter	0	0	0	47	75	0	0	163	46	0	0	14	0	0	100	0	0	39	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	62	53	56	0	0	0	0	37	0	0	0	0	0	0	34	205	0	0	0	30	0	0	0	0	26	0	0
g__Chryseobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	3	3	0	2	0	4	4	0	0	0	0	0	0	0
g__Christensenellaceae_R-7_group	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	22	0	125	0	0	79	0	0	0	140	32	6	0	0	706	168	14	97	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
g__Christensenella	0	16	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Chloroplast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Catenibacterium	0	6	1923	11	4	0	24	0	76	41	5	0	13	27	8	4	0	5	16	3	0	1465	0	0	0	0	3	0	10	0	0	0	10	4	8	23	16	0	3229	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	5	21	6	8
g__Catabacter	0	32	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g__Candidatus_Methylopumilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	11	0	0	0	0	9	0	7	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Kaiserbacteria	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
g__CAG-56	0	0	389	0	0	39	0	0	0	0	0	0	0	0	0	385	0	0	0	408	0	0	0	311	0	0	0	0	110	0	0	19	158	0	399	0	0	51	27	19	107	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0
g__CAG-352	0	6	0	3	0	1242	0	0	8	0	0	10	3	4	27	81	35	609	162	2718	24	57	346	2752	23	11472	51	59	57	17	21	52	10	26	0	5	0	1133	11	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
g__Butyricimonas	0	12	0	0	0	46	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	2	0	0	0	32	5	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	82
g__Butyricicoccus	0	22	67	9	0	22	0	0	195	0	8	0	322	0	12	198	18	59	562	229	0	380	38	152	459	202	56	139	250	0	6	0	27	0	156	0	284	93	60	78	95	37	14	16	32	0	27	30	840	67	10	55	179	29	199	0	126	7	606	387
g__Burkholderia-Caballeronia-Paraburkholderia	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	25	33	13	15	8	14	21	9	14	14	18	4	0	0	0	14	0	0
g__Bradyrhizobium	0	0	0	0	0	0	0	0	0	204	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	203	0	0
g__Blautia	191	1263	3559	348	280	1950	180	926	918	310	363	4176	3932	332	4883	9392	2878	7061	6092	3495	2707	8662	4291	7764	3906	3778	3437	15929	6180	2226	17804	3035	3603	9933	7311	2683	5877	4130	4516	2984	4888	930	28	470	305	93	767	309	1864	456	236	410	234	492	5862	999	2042	193	4096	2748
g__Bilophila	0	0	0	0	0	0	0	30	2	0	0	0	0	0	98	0	61	12	10	4	532	0	0	0	0	37	584	0	4	41	5	12	56	22	0	0	0	27	21	8	3	2	8	6	249	0	3	104	87	7	5	8	4	2	139	1	0	1	8	0
g__Bifidobacterium	56	14	15	23	373	5	41	34	111	50	24	1812	34	38	65	89	11755	4575	74	2178	7806	3403	8149	197	35167	58	251	57	98	12639	41	30	3041	8374	407	520	1304	198	6257	124	21	1374	36	57	106	37	81	59	100	10307	50	151	71	30	922	66	136	129	660	368
g__Bdellovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
g__BD1-7_clade	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
g__Barnesiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	7	0	0	0	21	0	0	2	0	0	0	0	134	73	0	0	16	0	12	14	6	310	13	7	2	3	6	245	15	0	0	0	0	0	0
g__Bacteroidetes_vadinHA17	0	0	0	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	12	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
g__Bacteroides	0	3610	1765	0	31266	17839	0	29137	8	9	3646	16634	146	0	33610	375	6554	2910	110	1188	20942	5702	208	1421	10	5678	21638	512	408	4783	619	26089	4576	1709	16138	585	2494	4505	759	16198	9588	22578	90	12671	26215	5745	22330	24163	6223	1730	15445	8843	30997	27085	18047	16754	8391	5915	4988	20699
g__Azoarcus	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
g__Atopobium	0	0	0	0	0	0	0	0	22	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
g__Aquabacterium	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	80	0	0
g__Anaerotruncus	0	51	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
g__Anaerostipes	15	44	130	77	18	42	20	47	19	21	29	25	30	34	33	172	423	565	325	116	1174	121	35	146	224	237	234	2707	239	20	71	44	488	1451	1377	69	405	254	280	513	262	96	14	58	73	23	54	60	245	244	45	143	70	559	594	412	353	26	154	827
g__Anaeroglobus	0	0	0	0	0	0	0	0	0	0	0	929	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	3
g__Alloprevotella	0	0	0	0	7	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	1327	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	0	2
g__Allisonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	2	7	0	5	26	6	1242	7	7	10	14	9	0	0	0	0	0	9
g__Alistipes	12	516	7	5	4	1111	10	598	9	8	0	1265	0	2	22	0	918	316	29	19	36	14	14	135	0	136	52	10	21	81	0	18	1511	17	9	4	0	5275	112	236	1421	209	74	12080	3450	88	293	255	299	95	125	124	339	146	272	2	1018	0	7	67
g__Aliidiomarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	6	0	8	3	10	10	5	8	12	6	1	0	0	0	0	0	0
g__Akkermansia	0	0	0	22779	5	7	5	0	80	0	25	0	7567	6	0	6	6	8	3	15	11	5	8	0	0	151	5	5	0	7	0	0	5	0	0	0	11	1865	11	2218	8	42	4	3874	21	2	7	19	37	6	12	8	11	15	0	0	247	1	8380	0
g__Agathobacter	15	47	215	34	24	93	36	25	40	36	39	56	213	32	50	926	174	261	505	877	85	192	43	1713	224	2259	227	2064	681	32	68	66	1476	3811	776	82	462	710	151	2572	786	517	20	37	54	25	123	151	389	33	27	71	1240	32	103	38	5817	21	52	877
g__Aeromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	257	63	67	85	43	77	126	89	138	79	69	21	0	0	0	0	0	0
g__Actinomyces	0	0	0	8	0	0	0	0	0	274	0	0	0	0	0	0	0	11	0	0	0	0	10	0	0	0	0	18	0	0	2	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Actinobacillus	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Acinetobacter	0	0	0	1	0	0	0	0	0	419	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	53	23	18	0	28	18	18	8	17	12	8	0	17	0	314	1	0
g__Acidaminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	17	0	45	7	11	52	22	16	17	2746	11	23	22	12	14	0	0	0	0	0	0
g__Acidaminobacter	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Abiotrophia	35	45	40	20	20	22	166	21	49	29211	61	34	22	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	40	26	101	73	55	39	28	41	0	0	0	0	0	0	0	0	0	0	0	0	12	49	16	36	58	40	28
g__[Ruminococcus]_torques_group	55	917	3532	55	15	632	38	24	38	31	68	70	198	59	113	548	194	251	4285	907	177	1017	76	1338	111	744	540	4482	10305	38	241	173	597	187	3299	919	3081	485	170	620	347	373	24	73	612	40	119	175	414	699	147	191	118	57	1521	35	1352	20	929	450
