cpd_id	BC_3d_1	BC_3d_2	BC_3d_3	BC_3d_4	Veh_3d_1	Veh_3d_2	Veh_3d_3	Veh_3d_4
HMDB0002428	3.58E-06	4.52E-06	3.88E-06	3.01E-06	4.55E-06	1.80E-06	2.53E-06	0.005297621
HMDB0002441	0.005211471	0.003001299	0.002095382	0.002513	0.002011479	0.0017514	0.001576712	0.001964795
HMDB0002511	0.001695282	0.001450649	0.000605655	0.0004592	0.001966537	0.0019306	0.001016438	0.000708658
HMDB0002643	0.000646253	0.00048961	0.000579265	0.000518	0.000491634	0.0004522	0.000505479	0.000390295
HMDB0002658	0.009967068	1.86E-06	0.005504995	0.0060074	4.70E-06	3.29E-06	3.60E-06	0.006062226
HMDB0002670	0.000154117	0.000198701	0.000149105	4.84E-06	4.57E-06	3.13E-06	0.000189041	0.000118554
HMDB0002757	0.007415726	0.006083117	0.016608671	0.0085372	0.004909533	0.0042434	0.003265753	0.007779258
HMDB0002780	0.008174653	0.010153247	0.00866918	0.002324	0.007844358	0.0067298	0.004878082	0.007771265
HMDB0002802	0.002864755	0.003897403	0.004477097	0.007301	0.003613035	0.0016674	0.003339726	0.003352807
HMDB0002820	0.016686031	0.02841039	0.009116494	0.0148456	0.02602393	4.49E-06	0.007989041	0.009813321
HMDB0002931	0.749160592	0.760150649	0.542492743	0.75264	0.956458755	0.5194518	0.468015068	0.935854044
HMDB0003011	0.314949491	0.256002597	0.203332516	0.2491986	0.357704086	0.1530382	0.21690137	0.287705994
HMDB0003070	0.001208326	0.000805195	0.001578134	0.0008162	0.001246109	0.0007784	0.000775342	0.000929781
HMDB0003072	0.057861055	0.083414286	0.01311065	0.0598164	0.067853696	0.1204336	0.072934247	0.045105043
HMDB0003073	0.202333025	0.228292208	0.343864279	0.329826	0.229398444	0.1473388	0.145682192	0.205396384
HMDB0003152	0.02780444	0.006971429	0.056171536	0.0146286	0.00555642	0.0022848	0.021383562	0.01408392
HMDB0003164	1.04E-06	2.84E-06	0.000001386	0.004788	0.002053696	0.004067	4.79E-06	3.78E-06
HMDB0003320	3.87E-06	0.000651948	0.000395853	0.0011032	0.000442607	0.0013664	1.96E-06	0.000672693
HMDB0003331	2.38E-06	0.003403896	2.12E-06	4.07E-06	4.26E-06	4.12E-06	4.49E-06	0.002867935
HMDB0003355	0.02713099	0.027180519	0.018933648	0.0167076	0.013406226	0.0129276	0.020761644	0.021331684
HMDB0003357	0.002552636	0.001897403	0.003362111	0.002415	0.002488132	0.0014588	0.001882192	0.002163273
HMDB0003418	0.839305828	0.893053247	0.915297832	0.7067116	0.851488716	0.743827	0.580386301	0.486992198
HMDB0003466	0.01132692	0.009467532	0.012263525	0.0065002	0.019446109	0.020216	0.010257534	0.008497241
HMDB0003474	0.005622017	0.010136364	0.006039397	2.27E-06	0.009166732	1.96E-06	0.006834247	0.009261846
HMDB0003584	0.135219796	0.061525974	0.087578511	0.1037806	0.055118872	0.0392378	0.056541096	0.091400951
HMDB0004041	2.133318964	2.242498701	2.247127992	2.2900192	2.042304475	1.8837798	2.144267123	2.528429305
HMDB0004096	0.663391489	0.319022078	0.337648068	0.3821552	0.272536965	0.543396	0.286110959	0.362308278
HMDB0004230	0.000505088	3.48E-06	0.000563431	0.0004564	0.000322763	0.0002954	4.32E-06	0.000282398
HMDB0005065	0.123967993	0.062793506	0.280299529	0.1188838	0.039604475	0.0655872	0.040487671	0.102583635
HMDB0005066	4.66E-06	0.002444156	0.008509519	0.0032158	3.91E-06	0.0011242	0.001216438	0.004940628
HMDB0005807	0.173351341	0.125727273	0.09317983	0.1100218	0.280512062	0.1252006	0.160432877	0.129792388
HMDB0006028	0.010849029	0.008354545	0.010020358	0.0058198	0.007201556	0.0077056	0.009226027	0.010400761
HMDB0006029	0.18706383	0.059481818	0.067230349	0.077917	0.042290078	0.0155848	0.034656164	0.052200951
HMDB0006049	0.2957963	0.314381818	0.16091819	0.2468228	0.394433658	0.435092	0.356531507	0.293207422
HMDB0006116	0.001182424	0.001211688	0.001421112	0.0017052	0.001631518	0.0004522	0.000471233	0.000781922
HMDB0006270	0.522124884	0.504796104	0.797889161	0.901362	0.562140856	0.7313068	0.392416438	0.589582493
HMDB0006331	0.000722664	0.000442857	0.000434119	0.0007098	0.000712257	1.26E-06	0.000734247	0.000370314
HMDB0006344	0.000376873	1.66E-06	1.31E-06	0.0004074	4.48E-06	2.38E-06	2.97E-06	0.000430257
HMDB0006469	0.220488992	0.070685714	0.164219604	0.0629678	0.035953307	0.0668598	0.024731507	0.067880685
HMDB0006899	6.766234968	3.651335065	4.295678982	3.9281774	3.853147276	4.704658	5.23109863	4.373258991
HMDB0010720	0.347190934	0.22061039	0.115373987	0.266567	0.171967121	0.1497132	0.181889041	0.209176784
HMDB0011718	0.009373913	0.010798701	0.014766635	0.008729	0.008002335	0.0044002	0.00659726	0.005241675
HMDB0011727	0.013722849	0.009984416	0.014354948	0.0112826	0.006662257	0.005642	0.007564384	0.009299144
HMDB0011733	4.886792599	3.015384416	3.314871442	2.8077098	3.844167121	2.312268	4.319723288	3.180117983
HMDB0011743	0.022920629	0.001142857	0.003765881	0.0182322	1.33E-06	0.000175	0.003560274	0.002990485
HMDB0011745	0.013278631	0.006076623	0.00096984	0.0014938	0.001736381	0.0070098	0.006312329	0.003860324
HMDB0011753	2.9182605	4.036868831	2.562443355	4.0070464	4.571366342	3.0208822	2.634412329	5.265182873
HMDB0011756	0.622364107	0.450431169	0.202988124	0.473242	0.37139358	0.4854332	0.346527397	0.519792959
HMDB0012328	20.05612026	22.71599481	23.87122846	27.4625246	26.93402938	7.6113828	19.30580137	23.93199829
HMDB0012881	0.000002634	0.061412987	0.065924034	0.0952854	0.0449607	0.000004309	0.04150411	2.20E-06
HMDB0013127	0.295718594	0.291005195	0.305565504	0.1890014	0.186171401	0.2965914	0.241836986	0.157071741
HMDB0013128	0.012890102	0.011862338	0.037299906	0.0174314	0.014857977	0.0089502	0.017089041	0.0161353
HMDB0013130	0.000178723	0.000176623	0.000255985	0.0001344	0.000170233	0.0002016	0.000119178	0.00015452
HMDB0013133	0.001977613	0.001284416	0.002183789	0.0012012	0.001420428	0.0007938	0.000726027	0.00156784
HMDB0013292	0.003816651	0.002914286	0.000748162	0.0029848	0.002580739	0.0031136	0.002478082	0.003263559
HMDB0013678	0.000901388	0.000672727	0.000575306	0.0007322	0.000664591	0.0007252	0.000645205	0.000719315
HMDB0013713	0.004111933	0.002736364	3.63E-06	1.40E-06	3.34E-06	4.35E-06	0.001831507	1.26E-06
HMDB0014312	0.009961887	0.013246753	0.003103487	0.0095802	0.009075486	0.0103152	0.008649315	0.010252902
HMDB0014447	3.93E-06	3.60E-06	4.74E-06	4.60E-06	0.000111673	4.57E-06	3.35E-06	0.000151855
HMDB0015381	0.00100111	0.00127013	0.001290481	2.08E-06	3.33E-06	0.0011774	0.000557534	0.001305423
HMDB0028685	0.077967438	0.0563	0.070806221	0.0509516	0.076734436	0.0705684	0.060569863	0.05171608
HMDB0028694	0.011856614	0.014583117	0.013414138	0.0143962	0.012098833	0.0112042	0.008287671	0.012052521
HMDB0028854	0.01167271	0.008719481	0.015246937	0.0088256	0.01149144	0.0073374	0.006984932	0.008407992
HMDB0028929	0.006588159	0.004205195	0.007588501	0.0048342	0.003060117	0.0025844	0.002646575	0.004634253
HMDB0029273	0.007181314	0.005146753	0.00637983	0.0063756	0.005433852	0.0044562	0.005538356	0.007307707
HMDB0029415	0.055829047	0.045181818	0.052302733	0.0331926	0.040797471	0.0351722	0.032523288	0.042672693
HMDB0029432	3.70E-06	0.010087013	0.006581715	0.006181	0.020927821	2.92E-06	0.011815068	0.02043254
HMDB0029865	0.000691582	0.000781818	0.00072705	0.0007028	0.000461673	0.0007252	2.31E-06	0.000644719
HMDB0029942	1.547117854	1.611707792	2.51625787	2.020522	1.309822568	1.2597536	1.422076712	2.798072502
HMDB0031125	0.000682516	0.000667532	0.000723091	0.0009366	0.00084572	0.0005922	0.000526027	0.000771265
HMDB0031158	0.055355042	0.191707792	0.04722394	0.080822	0.139279572	0.0082446	0.027926027	0.043715699
HMDB0031193	0.004741351	0.001788312	0.002014892	0.0027216	0.002221206	0.0006118	0.00130137	0.001847574
HMDB0031230	0.051689917	0.034585714	0.072809237	0.0711326	0.043755447	0.0326732	0.025352055	0.08116137
HMDB0031342	0.035458464	0.034327273	0.010359472	0.0109634	0.04617821	0.04326	0.01690274	0.007928449
HMDB0031654	1.783432932	1.834716883	1.019371536	1.2965652	1.425329377	1.4115136	1.654641096	1.070091532
HMDB0032248	0.002360962	0.002092208	0.004114232	0.0045514	0.001060895	0.0011606	0.007190411	0.001539867
HMDB0032616	0.000429972	0.000696104	0.000436758	0.0006944	1.74E-06	4.41E-06	3.16E-06	0.000538154
HMDB0033161	0.003004625	0.001493506	0.00142771	0.001162	0.001970623	0.0005642	0.000616438	0.004430447
HMDB0033375	0.33599741	0.377009091	0.236190952	0.5830454	0.305148249	0.3079958	0.170958904	0.149328449
HMDB0033585	1.38E-06	4.95E-06	1.35E-06	0.00000178	0.004848249	3.89E-06	1.61E-06	3.49E-06
HMDB0033724	0.00040666	0.000455844	0.000581904	0.0020692	0.000578794	0.0007028	0.001461644	0.000488868
HMDB0033835	0.000360037	1.29E-06	0.000434119	3.35E-06	1.76E-06	1.66E-06	0.00049726	0.000587441
HMDB0033837	0.188645143	0.153403896	0.250646183	0.1661212	0.16365428	0.1298444	0.117826027	0.163987821
HMDB0034297	0.013215171	0.009128571	0.036198115	0.0414386	0.00510428	0.0024976	0.001538356	0.014979068
HMDB0034323	0.00126531	0.001276623	0.001468615	0.001323	0.001617899	0.0009954	0.000835616	0.00143197
HMDB0034436	0.00586679	0.007266234	0.00856098	4.08E-06	3.83E-06	1.32E-06	0.007861644	0.008703711
HMDB0035030	0.001248474	0.000315584	3.00E-06	0.000004553	0.000153891	4.73E-06	0.000004325	0.000185157
HMDB0035514	1.181738575	0.207063636	0.391125165	0.5988822	0.070570623	0.0119546	0.107365753	0.179060133
HMDB0036136	0.107969658	0.070412987	0.237382469	0.5027778	0.048078016	0.0494382	0.752294521	0.096450809
HMDB0036458	0.00799593	0.006688312	0.007824694	0.0067928	0.008970623	0.007028	0.008039726	0.012372217
HMDB0036626	0.042458464	0.029197403	0.040961546	0.0418712	0.029601556	0.0231812	0.025090411	0.035424929
HMDB0037115	4.92E-06	0.001306494	0.001583412	0.004396	0.003485019	0.0007056	1.26E-06	0.003151665
HMDB0038720	0.000142461	1.03E-06	1.08E-06	3.15E-06	2.05E-06	1.44E-06	4.35E-06	3.31E-06
HMDB0041220	0.29639593	0.101854545	0.277413761	0.3518116	0.084155253	0.0980014	0.103449315	0.114105994
HMDB0041481	3.79E-06	0.000001132	1.57E-06	1.17E-06	3.54E-06	4.69E-06	3.05E-06	3.25E-06
HMDB0041683	0.008506198	0.006533766	0.001578134	0.0033012	0.000814397	4.90E-06	0.002956164	0.000749952
HMDB0042032	0.009775393	0.008614286	0.008281244	0.008197	0.007416732	1.72E-06	0.008293151	0.007271741
HMDB0059720	0.020761702	0.024494805	0.020832422	0.0182322	0.018198638	0.0170324	0.01230137	0.014466223
HMDB0059969	0.006175023	0.000004445	0.000303487	0.0026488	1.55E-06	0.0002464	0.001384932	0.00135471
HMDB0060038	0.078995745	0.059964935	0.096219981	0.1143464	0.051134047	0.017437	0.046057534	0.072441675
HMDB0061189	0.011679186	0.008464935	0.011126107	0.0071134	0.012239105	0.0094374	0.008932877	0.008625119
HMDB0061677	0.005107863	2.44E-06	0.005231857	3.56E-06	0.000003325	3.11E-06	0.000003951	1.29E-06
HMDB0062248	0.011153377	0.014074026	0.01330066	0.0126672	0.010942607	0.0058534	0.013753425	0.011137393
HMDB0062477	0.520688622	0.539954545	0.389351744	0.2873878	0.450978405	0.1578892	0.208343836	0.300393911
HMDB0062795	0.000903978	0.000527273	0.00099491	0.0007266	0.000806226	0.0006692	0.000327397	0.000688677
HMDB0094701	0.055031267	0.017037662	0.018436192	0.0185094	0.009106809	0.0028924	0.010508219	0.017854995
HMDB0242143	4.00E-06	2.46E-06	1.20E-06	4.97E-06	0.010954864	0.0438186	1.50E-06	4.58E-06
HMDB0244268	0.010087512	0.008742857	0.009810556	0.0097342	0.010034241	0.0072464	0.007668493	0.00909667
HMDB0244272	0.00166679	0.001268831	0.001985862	0.0014812	0.000813035	0.0008624	0.000687671	0.00130942
HMDB0247918	0.001581314	0.001281818	0.000571348	0.0005614	0.000927432	0.0001568	0.00100411	0.000398287
HMDB0253945	0.017450139	0.003654545	0.015287842	0.004081	0.021714981	0.0036764	0.028012329	0.002903901
HMDB0341150	0.089075486	0.096871429	0.129396418	0.0993664	0.115242607	0.1406846	0.100116438	0.103850428
